path,class,source,generator,split
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01470.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04281.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00035.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00596.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/01356.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03789.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00702.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03193.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03021.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01059.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04754.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00342.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00837.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01986.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04173.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04421.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00580.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00218.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01305.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04667.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03057.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04489.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/01377.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03466.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03460.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05480.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00401.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03253.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03047.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00628.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05166.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04676.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00391.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02107.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02983.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04907.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03994.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03205.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00959.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00366.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00213.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/03407.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03396.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/01584.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03522.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04387.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03013.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03600.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02588.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05282.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00908.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04655.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02682.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00279.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00208.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03680.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00312.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02880.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03309.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/01672.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00487.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00166.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02305.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02808.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01236.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03455.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04313.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02524.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03326.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03746.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01570.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03943.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03631.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02023.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00061.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/00771.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05332.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04581.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00159.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/02926.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04880.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00773.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00479.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/04345.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01236.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00367.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01080.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00287.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02546.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01679.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05762.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04343.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00001.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03274.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04249.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05241.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02982.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00358.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/02563.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02928.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03478.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00273.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01112.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00474.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01061.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04884.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04370.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02490.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03129.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04233.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04790.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01122.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00433.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00088.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/00730.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00900.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/01822.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00016.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00266.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03560.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00914.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05927.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00577.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00967.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03500.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03342.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02393.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04328.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00868.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04162.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04170.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04177.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03527.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03564.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04736.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01416.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00906.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01855.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03633.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00052.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05965.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04106.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04108.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02717.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01021.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00294.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03099.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02355.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02889.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05994.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/01253.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05836.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04733.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00167.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/03245.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03015.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00503.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04139.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00813.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04217.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01491.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04898.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01560.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05390.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04876.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00372.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03905.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04821.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00645.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04324.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04000.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02464.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00307.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/02074.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03042.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00898.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04625.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02363.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04635.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01745.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01247.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05518.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00823.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00654.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05265.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02358.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02916.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00525.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05674.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03119.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05436.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00362.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/00789.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00096.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/03065.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04195.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02341.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03601.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03074.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03480.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04862.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03430.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03606.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00517.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02089.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02502.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02221.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03212.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04261.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00994.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04234.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05849.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04112.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03918.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04025.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01239.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/05431.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00296.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/real/02188.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00933.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04307.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03632.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04725.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02549.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03663.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04896.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02479.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02164.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02779.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00132.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02315.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01413.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02624.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00142.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04985.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05000.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05711.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04187.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02929.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/03868.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02030.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04756.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02511.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02639.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02771.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_02758.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01659.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05961.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/05983.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00468.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04877.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02942.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/04575.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03623.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/00830.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03182.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_01220.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/02452.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03585.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00469.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03820.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01046.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/03921.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00441.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/01671.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02565.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_00794.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/real/04208.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/real/02903.JPEG,REAL,real,,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_04530.png,AI_GENERATED,ai,stable_diffusion,train
/content/Image-forensics/data/raw/ai/midjourney/mj_00227.png,AI_GENERATED,ai,midjourney,train
/content/Image-forensics/data/raw/ai/stable_diffusion/sd_03492.png,AI_GENERATED,ai,stable_diffusion,train
